Epsilon_AU,Beta_AU,Iota_AU,Gamma_AU,B.1.526.2_AU,Alpha_AU,P.3_AU,Kappa_AU,Delta_AU,Wuhan_AU
927.9633131,1989.10882,1432.865917,1344.748566,676.4106771,1030.692942,1806.684236,1238.697624,786.1909945,952.9307443
